@relation 'training-set-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C3-L1-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C4-L1-weka.filters.unsupervised.attribute.Remove-R3,4'

@attribute id numeric
@attribute cleaned_tweets string
@attribute subtask_c {IND,GRP,OTH}

@data
11090,'honestly surprised coming school would vaping noticed like accuse lot stupid stuff let get',IND
90586,'neither antifa black lives matter soros funded groups',GRP
73062,'support trump abomination',IND
39762,'omg fucking hate dale',IND
94146,'name alt right make people think right wing group like antifa fascist blm really black lives dont matter',GRP
63069,'mass shooters liberal white men liberal control gun control',GRP
43202,'aaaaaaaaa exciting majority friends second year point blow receive moving whole ass country hit yet film studies hate apparently wbu babie',IND
82230,'disgrace go home president anymore breaking tradition former president stepping aside longer obama country country belongs people sheeple maga',IND
44366,'please tx elect fake conservative bought amp paid soros money many unethical things personal history',IND
39469,'sorry nothing setup try appease socialist democratic wacked liberals stupid',GRP
20123,'know another liberals corruption',GRP
36883,'weigh lbs considered porn star',IND
41268,'monkeys used centuries dehumanize black people none anything th largest economy world billion surplus everything else saying nonsense againtske l leave',GRP
99111,'omg good guy evil thing happening america globalist world leaders money would us believe evil good good evil read good book end time',GRP
90223,'identify antifa transphobic',IND
77031,'crazy cause believe outcome happen sunday ers kc niners baby',IND
76330,'oh shit mafia finally found',IND
58948,'conservatives blindly follow fascist',IND
51116,'goodell worst commissioner sport time history',IND
56804,'listened give shit fans think counting fox money',IND
16387,'made fooln last night kavanaugh like spiteful child seeking attention youngo wide eyed rant embarrassment chamber country',IND
78769,'serenawilliams yes boycotted nasty bit work',IND
18912,'let get straight want us hold confirmation hearing polygraph inadmissible hear said said ford signs paper trump case illegal separations cavanagh every woman stating honorable vote ye',GRP
40207,'hillary supporters racist liberals',GRP
53758,'lock yo sorry ass',IND
90461,'one needs hunting canada spread word place civilized society rifles shotguns coalition gun control associations behind us support liberals name safety kids mr blair ban guns',IND
44298,'bunch self aggrandizing liberals fancy dresses mocking trump except fancy dresses sounds lot like dems trying lynch kavanaugh politics metoowitchhunt',GRP
82751,'bull hit keep coming expected accept allegations face value left swamp plot thickens need offenders confirmkavanaugh maga',IND
87535,'woooow trump voters getting really crazy maga',GRP
73571,'trump maga',IND
65537,'tomorrow night get dropped make sure robbed fraud',IND
24172,'oh yeah terry porters second pi call osu alumn naw im coach scumbag history know anything history aaron hernandez would know kind scumbag osu shithole story goes',IND
46418,'well one idiot keep thinking show mirror every sundown rise walk night search carnage fill emptiness heart amp soul used altho ya mention lots conservatives come mind',IND
86078,'doubt greatest female athlete sore loser imo',IND
71283,'little appreciation post bestie bad bitch thankful',IND
35248,'bull shit know',IND
17338,'dog fleas',IND
25082,'coward really right ag disappointment days numbered party',IND
98184,'tough crap mazie men false accusations well hurt democrat lies false accusations biased government agencies biased media sensationalism antifa bullies etc',IND
88927,'um saying labour party hatred implies hateful party therefore conservatives less hateful whilst claim tories disputed whataboutery',GRP
12101,'think sen collins stupid coward amp bullie sencollins conservatives lives yrs please vote kavanaugh letgod take care rest',IND
21313,'makes skin crawl looking woman theresa may liability nation must removed asap',OTH
81734,'took words mouth horrible',IND
26773,suck,IND
46216,'offer since june shitty browns stop thinking still good living past',OTH
80904,'yes good old days conservatives got pushed around bullied democrats never gave inch good old days conservatives could feign outrage promise go get next time yeah need healthy libs love',OTH
74392,'dummydonniejr idiot apple fall far tree comes lying american people enoughisenough liarinchief actually embarrassment well like daddy',IND
61308,'except whole emails prove yer sayin wrong hannity paid million year blame immigrants idiots happily pull feeder bar guy gonna take away yer healthcare gotta say stupidity entertaining maga',IND
75038,'holder removed jailed years ago',OTH
33745,'gun control racist',OTH
80980,'useful idiot longer need busy bothered gun control busy trying figure sway election favor gunna happen',IND
89794,'thoughts prayers families random mass shootings plague nation normal country allow normalized craley said truth mass shootings becoming normal gun control would certainly help',OTH
38747,'dougford using trump style authoritarian tactics discredit media repeatedly spread lies build false reality followers smart people conservatives know planned strategy weaken democracy onpoli',OTH
31514,'sis know damn well would probably call cute people propose concerts time yet gay couple wrong fucking concert pay attention',IND
62000,'buying couple puzzle toys looking classes rn think becoming teenage monster',IND
28907,'naaa spent hours laughing huge nuts stupidity fink kind entity bunch scared antifa pussies wiv muscle see anyone try bully even pathetic',GRP
56408,'liberals never follow promises heard coward',GRP
95062,'saying ben ben hell going something tweet crap djt',IND
56367,'troll open facts',IND
48099,'lie antifa lefties nothing violent teacher spent lot time planning attack honorable man zero evidence reason hold kavanaugh another crazy liberal hit job',IND
91905,'million buyout losers',OTH
56694,'adam schiff saying releasing fisa info another long list bureaucratic hacks need purged dc please keep expose frauds hypocrites maga kag qanon winning wwg wga',GRP
19356,'official unemployed numbers joke millions americans lost jobs career h b unemployment benefits ran years ago give jobs back end h b',OTH
28653,'fuck dope fox watcher independent voter never vote left party dangerous',IND
15446,'old pic trump monitoring anything related hurricane pretty sure shitting pants right',IND
84043,'eric holder obama straw man corruption',IND
22874,'liberals ruin life matter long win end must stop conscience',OTH
58412,'pigeon girl also send pigeons poop maga hats',IND
99173,'says bitch ass boy hiding behind keyboard hurt ask help sometimes everything alone fucking clown help something better nothing asked even hurt ask fuck twitter weak ass nigga',IND
21649,'incredibly stupid perhaps reason chosen entropy trade talks trudeau destroy everything reason canada would allow terrorist destroy canada trudeau',IND
16666,'horrible job maybe career dying',IND
78352,'lies got key admit date maybe nsa married true story bs ok respct police officer story excuse full shit please post photo let see fat',IND
78014,'jerk attacking julie standing husband like liberals want ruin peoples lives bash people found guilty bet client wants money',IND
65894,'get saying type dumb shit',IND
47456,'stop nonsense block stupid',IND
92587,'sick disturbed comment proves',IND
16437,'liberal beta male could engage sex straight female',OTH
41461,'ive judged old woman anti semite joan ryan right playing semamtics youre disgrace',IND
66163,'liberals muck rakers platform run none culling vulnerable people late decades last century previous millennium shows desperate heard loitering around high schools looking rumors sad',OTH
48537,'well sure would lend support lying heifer making false accusations intelligence rest liberals acting sombody',IND
79580,'yep sure proving daily basis maga',IND
86215,'although think carter decent man without doubt nd worst president voting history worst question',IND
65485,sociopath,IND
37524,'seriously words fucked every time think found word something even despicable amp disgusting best hope chokes vomit stupid lies told like serial killer soul',IND
68995,'tinubu supporting monster us biggest yoruba traitor modern days yoruba politics tinubu',IND
71428,'think bothers evil nazi democrats liberals tried rig presidential election framing kavanaugh another act evil nazi democrats liberals politicians destroy democracy america walkaway make america great',GRP
37576,'coarse alex many nation leaders lapdpgs',GRP
28564,'gun control means hit aiming elderly homeowner great gun control',GRP
39379,'liberals sick false acc incarcerated bald faced lies',IND
16545,'look moving one word truth coming ever get chance ask layer question ask agree golan heights belong dead dead water answer without condemning true',IND
44656,'high tech lynching uppity republican blacks fine raping women liberals including bill clinton',GRP
12977,'really charged liberals liars',GRP
81266,'thought would low profile help dem party get rid kavanaugh could remain anonymous likely promised party charged perjury continue playing victim lying worms',IND
62665,'chicago enforce gun laws books go neighborhoods murders planned gun control liberals pass strict even confiscation guns black luves matter liberals trying pass agenda admendment',GRP
20633,'like holy jesus fucken christ',IND
90467,'lying much dnc soros antifa paying chinese spy',IND
59585,'lmao good one listen sparky wife disease bought paid evil soulless propaganda arm child murderers russian agents stick cutsie tweets prepare long prison sentence',IND
48788,'fucking sucks refs killthezebras',IND
52284,'meet many many fans amazing remembered bitch',IND
14175,'bullshit stats say london murder capital europe gun control working right germany serious crime problems maybe u take care business home u start tweeting us',OTH
76303,'deplorable despicable disgusting',IND
76311,'democrats thugs',OTH
78252,'never watch nfl panthers suck way',GRP
81221,'also posturing nonsense want oust forward requisite letters part whip would facing leadership challenge challengers gutless witless',IND
40498,'another one puke pool getting pretty full tell sure',IND
41467,'someone asking davido supposed camp oga madam park well davido business non business na u send go school haterz chop shit n die',IND
59407,'antifa got quite alot israel supporters find israeli flags right winger protest well oh irony',OTH
19179,'right solid position nra become far influential politics result delayed desire gun control years',IND
50099,'lol failing miserably th hour ambush liberals every minute christinablaseyford refuses commit appearing people like lose credibility love tcot p',GRP
79302,'clear majority conservatives approve trump gop stupid',IND
72191,'god help us woman cant even get coherent sentence mouth',IND
47082,'theresa may using labourparty policies cling weak wobbly government housingcrisis housingmarket conservatives corrupt landowners toriesout corruption',OTH
32666,'sick hope teaching',IND
30880,'killer house maga walldoesntprotectfromamericans',OTH
27599,'hollywood full demonic democrats',OTH
45914,'dead even office likely command news cycle long time',IND
75929,'remind antifa ratbags',IND
68764,'washed idiot biden feels chance insulting conservatives supporting great potus think crazy joe',IND
77399,'liar supporters talking embarrassed last president went world apology tour even bowed like servant',IND
29111,'caption much tolerant left yup fit description antifa suspect threat doubt attack reporters mom basement',GRP
49234,'took long beast yonks',IND
97916,'think michelle spilled democrats plans civil war liberals lunatics',GRP
45927,'got knocked first round one shitty decision',IND
81899,'dress ice uniform weapons make walk boarder night calling drug cartel',IND
75342,'birch da fuck',IND
83578,'course young dumb really brain believe socialism',IND
26203,'get see good game niggas working',GRP
22958,'california creepy fake uber driver tries follow woman home maga kag california fakeuberdriver bodywraprestraint crimenews',IND
33058,'head flick ego taking hit cannot take criticism weak incompetent authoritarian',IND
87923,'know good goddamn well tried explain gun control military base proof gun grabbing laws shit look fort hood',IND
84508,'manafort k street long time knows things deep dark things agree gonna burn folk mueller already knows wants manafort gonna give',GRP
69659,'think maybe little research buddy',OTH
83279,'catch letting saggy whitey bitch talkin like bitch eat dirt',IND
58613,'installing shitty app put second amendment campus carry gun control except violent felons',GRP
13088,'man woulda started hitting wall shit nothing dry wall wood beams getting door',IND
32653,'fuck yes ride baby',IND
90849,'ever seen former democratic hierarchy fight president much know corrupt guilty abuse power darkest times doj cia presidential cabinet',OTH
38942,'lol read title already know whats coming support common sense solutions reducing gun violence gun violence different violence non automatic firearm common sense gun control like chicago ny london',GRP
13931,'somebody something show sucks anymore set designers good though firemalyoung',OTH
12809,'peoplesvote stopbrexit remain want go either know leave slogans going used better stayed useless goverment',OTH
33913,'maybe havana antifa race war amp slam dildos others butts',GRP
93956,'yeah immature amp dish criticism crying blocking instead accepting cool folks see mostly',IND
20339,'makes think liberals nothing liberal people spent insulting liberals publicly humiliating black activists openly attacking new deal liberal part passed gop policies',OTH
81571,'fuck trying set looks like somehow deserved shot',GRP
84361,'come beta liberals lmao convo muted cry day',GRP
89193,'connections vital crap twitter forces conservatives',OTH
43827,'got shit done today',OTH
47749,'well remember cops san jose stood watched antifa thugs armed bats bottles amp pepper spray attacked trump rally goers following orders soldiers amp cops soldiers follow orders amp cops protect paycheck sad',GRP
80940,'greatestthingsaboutthe nothing treacherous lefty media people made sure benny hill taken tv even treacherous conservatives conspired remove maggie thatcher leader almost fatally signed us even deeper extremely hostile commie eu',GRP
24552,'hope well thats fucked like seriously fuck wrong ppl gun control issue though right thank god live canada feel brutal attacks u seriously go away',IND
69390,'depressing good churches getting hard find far know people belong churches espouse gun control abortion politics god christ',GRP
99344,'wonder burn levis since come favor gun control levi strauss teams gun control group cannot stand silently',OTH
66385,'atmosphere turns greenish tint greenhouse gases humans eat humans candy bar form maybe care maga',GRP
22450,'thousands apon thousands videos youtube alone antifa attacking people trump rallies republican events happening anywhere democrats widespread scale people like try lie obfuscate cover',IND
32094,'lie shit created',IND
89653,'maybe stop attacking conservatives might find retaliate',IND
66982,'awful never much anyway grown man acting like bully best hubby mark maga',IND
88629,'speak truth gt louis farrakhan lt raging anti semite amp racist',IND
39663,'irony murders done illegal gun gang members predominantly affects latino black families problem gun control problem judges let violent gun offenders back street shooting someone',GRP
71163,'asking question phony fan cleveland still playing cavaliers pos trying save face fanbase obvious fakeness stupid people buy',IND
78479,'finally sister apartaments instant reminder ungrateful brat much happy without seeing',IND
44053,'oh wow look like porn star loveit',IND
86690,'corrupt dcrats charge pr big problem',GRP
12178,'except administration allowed crime city skyrocket bloody leftist snake',IND
96924,'obama devil incarnate amp trump jesus christ get coming',IND
49763,'dear paul mcfartney us beatles lost us president mad captain burn hell jon',IND
72490,'liberals numbers money conservatives would get smoked kansas alone gets beat inside hours',GRP
58557,'nra tweet fraud half americans say gunrights important issue falsehood gun rights gun control ca question indicates biase towards control deliberate knowing propaganda',IND
60523,nerd,IND
16997,'nah foodie ass gladly say works absolutely one fucking palate',OTH
55248,'trail corruption much going times want slips want american people know really maga',GRP
85858,'miss bitch',IND
42343,'ns liberals sell fishermen heartbeat n liberals probably line looking private sector handouts big money tied kameron coal care nova scotians look health education fisheries next',GRP
48516,'oh low blow blow job lmao',IND
95077,'dear fatties fascism walkaway democrats antifa democrats dixiecrats kkk fascists america hate different colored hoods party hate since',GRP
26869,'isis apparently obama let run world getting nuked korea blm destroying cities antifa',IND
98016,'lier christine ford soros pays well lawyer work know lie shame',IND
61006,'settled never see jury never know truth maybe grabbed first swapping spit really stupid grab either way doubt ever know complete truth',IND
45425,'glad career ruined way deserves ruined done celebrity mean excused mean law',IND
90232,'silly unhinged liberals',GRP
55967,'restricting ammo infringing upon right bear arms women abortions restricted rd week pregnancy must registered easy test gun control laws apply rights see supported bad',GRP
21229,'saw group freshmen wearing maga bucket hats hate school',GRP
27304,'come lies done thing far gun control open eyes obama hero years office sucking around last minute vote',IND
25737,'niggas still gonna complain geno ffs',GRP
30245,'martin obsessed christ homosexuality',IND
24917,'stop democrats stop using victims school shootings gun control agenda',OTH
47251,'big blot dharmic kashmiri pandits community name modernity lost sanity reflects way supported loony womans hinduphobia',IND
45045,'attention lefties demanding gun control shooters left wing get shoot congressman create violent chos demand normal people disarm',GRP
12758,'hyt enemy people',GRP
63416,'googlecide death evil corp inspiring internet bill rights preventing leftist oligarchies erasing people based political beliefs transforming western civilization totalitarian state controlling nearly aspects life via googlesplaining',GRP
26229,'morons groper trudeau lying liberals stomped charter values test holt renfrew favourite shopper horwath premier ford trying save taxpayers money maybe bugs horwath',GRP
99821,'bill reilly happen people like speak potus nra gun control',IND
14758,'surprising n c nnor nigga payroll',GRP
95958,'ridiculous comment way liberals make government work conservatives go along ideas tbqh less government always better unless socialist time government passes new law lose money n liberty',GRP
92590,'comparing date rape disgusting hope family never deal rape disgusting pos',IND
64168,'liberals addicted fake news chris dope man',GRP
27795,'fast furious criminal behind bars',IND
88558,'sure pope first name basis satan disgrace papacy',IND
76381,'shitting like',IND
31114,'twitter clear leftist agenda seen comments conservatives asking leftist shit feed ask want stop trying push us',GRP
74320,'trashed ugly hurt trump',IND
17779,'love woman telling truth every day conservatives point obvious people really stupid',GRP
13725,'people pushing gun control',IND
39225,'democratic always use race divide americans conservatives done see color democrats see color discussing',GRP
20691,'wart society',IND
32236,'way head liberals supporters stupid think racist aboilish ice open borders crime get bubble minute look great country maga',GRP
76951,'liberals never handle truth truth make heads',GRP
12344,'maybe drop angry b routine try something funny everyone enjoy like non political jokes think capable',IND
21478,'bitches brain',GRP
70501,'glad think know could kick ass always back knows best awful live like child experience things shitty people like allowed near',IND
87289,'agreed probably white people screaming offensive wish big brother forced twitter sjw army remove said offensive things teenagers',GRP
93381,'dregs society make sure never president',IND
77285,'activist liar gop wants get oath go kavanaugh gets nominated',IND
22303,'good morning followed back let give crazy liberals hell',GRP
35216,'perhaps myers house wynn runs smithsgrove leader thorn cult used think friend revealed true intentions madman',IND
27203,'somewhat conflicted talking shit defending many intelligent bright minds held hostage msm propaganda peddling uhave read documents dive deep know funds antifa msm dnc etc',IND
44962,shitty,IND
52502,crook,IND
94623,'kind need nation wide gun control really stupid',IND
11982,'screwed hearing dream liberals think happens trump gets removed',OTH
73814,'stubby little arm',IND
56521,'comedian edd',IND
46819,'let say selfish writer ever come know',IND
50737,'state sponsored kids protesting nd amendment youth invasion c took place young fascists training corralled c demand govt strip away liberties name gun control',OTH
29140,'lynchings innocent republicans conservatives continue gop let kavanaugh fraud prevail gop fight fire fire one time prominent dem male watch stop',GRP
74101,'align organization butchers babies profit scream need gun control violence children somehow ok butchering thousands innocent defenseless babies every yr lines pockets',OTH
28166,'empty headed bushie whore',IND
61604,'great stalk hunters like wife reason animals exist crazy liberals something complain',IND
22373,'conservatives killed hundreds people direct result conservative policies dwp figures imbecile tony blair put nhs gordon brown fit mp stealing national health service us chemical attacks',GRP
37110,'notice angry maga bots losing vote thursday hey maga bots would like cheese whine lol',IND
90528,'acc drunk v tired took sleeping pills silly',IND
75157,'proven gun control leads lower gun deaths chosen ignore accuse study falsified without proof proof used states mentioned going continue ignore asking clarification',IND
27008,'imparting gems michael moore stuffing face',IND
45258,'years pathetic',IND
22243,'holder prison',IND
74396,'even make specification tell gun control nothing stop homicide rate',IND
65862,'totally disgraceful name calling disgusting',IND
51929,'maybe fine people dipshit president talking antifa left fringe far left anti fascist movement lump left antifa lump right neo nazi kkk vote shhh',IND
38709,'likenoother gamestopcontest laura croft great badass',IND
31180,'maga white people',GRP
21521,'even know subject side sarandon class even disagree classless rambling fool',GRP
70708,'click see hell talking still know war conservatives like war christmas',IND
89012,'cube shown past control investors board run show super cheap',GRP
64659,'damn catholics',GRP
21932,'biggest question widdle away nd amendment left believe limited gun control im worried expected keep giving gun haters',GRP
49277,'tragic idiot tremendous internalized misogyny think moment grips tyranny half idiot',IND
55351,'fort trump poland sounds great another lasting reminder left dems much rest world hates maga wwg wga redwave draintheswamp forttrump',IND
63908,'close ties w nra amp funding imp people lives amp sensible gun control attempting defend planned parenthood whilst time rolling back intelligent sex education amp replacing abstinence teachings fucking stupid',GRP
99215,'presumption innocence applies lefist liberals guilty get go conservative',IND
12333,'liberals anderson cooper gay default means never wrong also liberals trump jr pos dad',IND
47176,'professional liar',IND
94161,'helpmto buy help homeless oh help low income oh work poverty time high help oh thanks nothing',IND
61549,'paranoid always spam omg spam everyone credit telltale every posts fucking funny chill one cares',IND
25384,'djt amp gop maga old scared white men making women property',GRP
47988,'pope satan incarnate',IND
32028,'really serious comparing prestigious positions nation slave keep proving ignorance amp inability logical thought maga',GRP
43105,'brainer stands says vote lying deserves humiliated defeated see played pro choice caed get elected another goper kochsucker',IND
99068,'apiece shit would kill animal mother',IND
16904,'oh nancy agree wholeheartedly think ever hated anyone life like feel man fact supposed leader makes stomach turn smh lost respect gop completely sit back allow travesty',IND
48214,'look reaction second mark contemptuous clown',IND
42115,'cher helping republican party unhinged rants',IND
71094,'paying taxes optional tax evasion crime human rights laws opinion issue preposterous gilliam anti sensible gun control would prevent mentally ill people like owning gun want',IND
57980,'saw video corrupting government evidence saw going jail maga thegreatawakening qanon youaregoingtojail youhavebeenexposed',IND
36373,'fuck drug test',IND
71468,'someone never played spiderman kid want tried year back idk kinda collective nostalgia people web swinging mechanics busted fuck kinda trash',IND
92452,'show saying alleged rape fault pretending swathes conservatives blaming victim rape disgusting straw man',IND
16193,'take anti american crap somewhere else tedcruz senate maga',OTH
90142,'another lying liberal many lying libtards exposed unclassifie documents liberals lie cheat steal try bring country stop anti american idiotic socialist movement vote republican november trump',GRP
56571,'democommunists allready destroyed america put men womens bathroom right child molestors n child killers n illegals rights americans u think im wrong bill say something besides kissing liberals asses',OTH
49262,'bwaaaaa compared trump bwaaaaaaa compared corrupt demented lunatic godsend',IND
92998,'yes bitch',IND
58896,'pathological liar',IND
76519,'lil girl adult conversation take thin ass somewhere ya dig',IND
52643,'agreed gun control want people control without guns helpless know founders knew',OTH
22767,'hope fuck',IND
98523,fuckbucket,IND
47297,'purely move block nomination liberals said early would vote made story slap face really sexually harassed shows liberals really care true victims power first',OTH
88504,'could stop taking molly shit glad changed still around absolutely sucks max passed amazing artist rip mac',IND
49125,'mmm hot',IND
73769,'right mind conservatives',IND
73552,'damn felt shit loud lol',OTH
21610,'hard hearing ar inanimate object ar inherently evil gun control decrease gun violence armed citizens less likely become victims mass shootings holocaust prevented banning ovens',GRP
45819,'another terrorist brought obumer',IND
32210,'hilarious let puertoricans legalize pot forget problems hurricanemaria thursdaythoughts thursdaymotivation resistance resist maga military veterans tcot thisisamerica',OTH
84629,'open borders bring america dems brainless vote red like life depends kag maga',GRP
61831,'another illegal',IND
16289,'become party sky falling going die sad bunch',GRP
38393,'q photoshop qanon real though silly liberals tricks kids',GRP
46844,'yes blind realize',IND
87826,'djt remember daughter married iranian defends costs coward disgrace thank god dad would world hurt',IND
60283,'love women like believe women excluding one woman soon yi years old adult reaction significant means hypocrisy',GRP
99986,'ya know many ppl pot homes fukn cops trying get buddy murderer',IND
71212,'roaming charges good charge foreign fuckers come',GRP
72139,'right issue democrats lying american people long lately seems like going crazy head lol',GRP
98230,'liberals think guns problem',GRP
83069,'uncomefortbul miss williams great actor thinks miss williams order said ref rules apply even miss williams turning women bone miss williams order stone wall',IND
58047,'actually liberals like waters antifa promote violence',IND
12762,'reading comments dear boy burned alive still talking gun control gosh people',OTH
59483,'crazy things liberals blame trump tcot maga rednationrising',GRP
13105,'vs antifa know money seriously stupid thing',OTH
59794,'suggest get worser jobs want might even office might arguing gay',IND
96559,'ran hid posting ad illegal border crossers soon cbc started shouting racist racist instead standing believes bailed conservatives picked',GRP
99247,'forget antifa acorn terrorist obama palled around hahahahahha listen malarkey',IND
80913,'frogs said muzzie terriorist attack',IND
97093,'imagine married crazy b tch good god',IND
94840,'liberals go heads poor leader even poorer advisors',IND
44691,'term parasite added list fuck terms also includes term widget',IND
38764,'right unique ability create monsters thin air legislation even created fight phantom menance antifa currently committee',IND
93074,'endpc teaching guide portland public schools celebrates islam communists terrorists abortion promotes guncontrol amp transgenders gt endculturalmarxism',OTH
28684,'looking hard heads look republican congress',OTH
31745,'really sickening issue liberals vicious',GRP
82697,'call dog cause dam got bone nigga',IND
72077,'kavanaugh needs stop lying believe woman account credible going able dodge',IND
83819,'two nothing attention seeking whores start talking real issues racial injustice sensible gun control prison reform issues important',IND
20963,'say russia hackers hmmm',GRP
26816,'lt god chosen leader ass fuck christian conservatives gt baptist pastor brian kaylor claims sarah huckabee sanders lies defend god chosen leader',GRP
84588,'wannabe hilary clinton stand woman anything ndp stands believe even dangerous liberals',IND
53206,'u bad bitch lol',IND
18720,'yeah bitch put back beat sorry asses bears suck blew lead lmaoooo',IND
39237,'detriment state country republicans refuse govern conservatives campaign mcdaniel may flaws kind fighter need us sick losers gop keeps giving us',GRP
86630,'picked fuck',IND
95458,'trump interest caring safety country care gun control far shooting country care selfish person everything',IND
39320,'liberals think world owes living',OTH
10703,'believe women even even offer specific details women liars know liberals hypocrites try stay consistent least one event',GRP
15835,'one way look charge bullshit almost everyone',GRP
96026,'watching bentley kept looking crate trained good allowed eat pee shit occasionally play time',IND
54377,'liberals smh tweeting stupid shit trump order elimination isis obama people think people r murder saved hav killed isis',GRP
13425,'voted together crazy bat',IND
34434,'false intrusion constitutional rights honest americans nothing curb violent crime gun control violence law abiding citizen',OTH
62376,'one gun lost soul needs jesus christ',IND
72880,'nigga going next week',OTH
84562,'al gore nominated supreme court judge conservatives nerve',IND
82745,'fluffy bastard',IND
49940,'comes pain maga wwg wga',OTH
94815,awful,IND
36537,'unless good accused rapist sitting highest bench land sure female constituents would love hear explain away',IND
55729,'buckle democrats liberals shit hit fan fbi doj',GRP
54532,'liberals sort mutual masturbation awards show still caring',GRP
62557,'least brains fall first place unlike conservatives believe everything handlers feed',GRP
41061,'tbere hardly conservatives left california perhaps threats unintelligible robo calls antifa comrades jacked starbucks lucky charms',GRP
91233,'conservatives vote fed stupidity',GRP
20976,'security paid protect trash crazy people',GRP
16736,'lol going jail',IND
76268,'replace chris collins anyone carl paladino tcot maga rednationrising',IND
39697,'fact called nigger respectfully told preference damn near proves theory',IND
94396,'state right cali chicago protected many strict gun control laws',IND
28980,'lmbo like pelosi thinks important female destriment society real women',GRP
64203,'oh tangled web weave first practice deceive give serena looking silly',IND
23868,'message also going get antifa members killed open carry nuts feel someone trying kill taking gun defend probably face jail whereas someone actively stealing gun',GRP
13964,'making conservatives sick make polling place',GRP
32034,'find offensive know black people feel black african born america want recognition build stuff conservatives cry censorship like rules build house',IND
23916,'left care victimize women minorities political gain story different democrat libtards walkaway maga',GRP
93328,'odd conservatives keep getting exposed child fuckers thats abortion victims',GRP
84055,'wow liberals uncivil full hate lickawitch',GRP
92712,'document women signed know anything accusation sounds cover planned disgrace office hold',IND
75284,'flaky pink hat wearing woman says try police records like tired liberals thinking lie ruin someone life like trump',IND
98054,'good luck dont follow along fascists like resist movement apple google overlords know happened ww rhetoric use put us dont need god see hate spewed antifa wrong',GRP
89258,'support fight justice hold responsible accountable hypocrisy beyond moral standard outrage yet hide behind vail gun control leftists propaganda beginning shame',OTH
86871,'sorry say ignorant tweet something without research ones arrested seniors people care enough happening go voices heard',IND
51015,'bias blockers new glasses made maga racists homophobes watch',GRP
30219,'gutierrez people died puerto rico gutierrez racist hispanic',IND
38450,'nansbabh bitch stfu',IND
75964,'th amendment comey mulller half roll duct tape sufficient get sorry sonofabitch away',IND
13049,'sleazy greasy',IND
36907,'please take john harwood pen away incapable unbiased reporting',IND
94898,'shimmmy ok ok ok bitch lmao jk',IND
50874,'crazy freaking liberals',GRP
12490,'fucking serious italian talk father born sicily ridiculous notions idiot think left antifa stands anti fascism dictators right wing',IND
85051,'ironic thing dems hasten demise empowering executioners think monster unleashed turn first maga wwg wga written antifa terrorists',IND
12670,'liar ed always liar people puerto rico lives squalor govt officials hid supplies sent miss reported death toll due hurricane stop lying',IND
46362,'reflection meant indeed fucked',IND
21487,'get shit phone bono never forgive',IND
74575,'endless dreg maga gt gt gt gt gt lt lt lt lt lt lt pervert supreme society',GRP
25913,'happen played sister mom serena beat head tennis racket mommy bake cookies tell sister marginalizing existence',IND
50275,'look shamelessly liberals lie destroy man life',GRP
41368,'shocking consider country wants smart gun control wild wild west like espouse',OTH
97189,'fucking icon legend genius bitch queen nickidagoat',IND
67963,'awful smug',IND
29684,'actually seems specific appears cbc saying opposing gun control covering child molestation catholic church wtf',OTH
18445,'consider source supreme ass kissing douche bag',IND
15001,'everyone washington including john heinz uncovered corrupt elites like cockroaches running light',OTH
87655,'update chuck schumer steamy affair high school cheerleader conf via well someone said must true chickschumer resign kavenaugh thursdaythoughts fridayfeeling demdirtytrick maga resist fbi investigate',IND
80694,'dr merck following orders abysmal little pharma troll',IND
69136,'arrogant creep believes god gift politics',IND
77585,'democrats gun control mass shootings data determined fraudulent democrats liars',OTH
91767,'think altright going burn jeans next',IND
81906,'fuck daddy',IND
28774,'deepstate going maga redwaverising redwave walkawayfromdemocrats walkaway walkawaymarch make viral',OTH
88741,shit,IND
50443,'yeah legitamately need better mental health treatment us say replacement stronger gun control',GRP
26490,'also cancel school debt stupid ideas far left idea free college bigoted idea wonder conservatives call us elitists going pay technical trade schools book smart crazy',IND
26624,'real american would watch crap',OTH
67824,'open case john kerry obama amp knowingly funded terror billion b god bless trump maga kag deepstate full link',IND
28829,'qanon liberals like monkeys throwing shit everything',GRP
73607,'forgot tag bulletproof bullshit mate got sucked vortex tom drinking koolaid',IND
75575,'people guns get say gun control',OTH
47621,'authoritarianism terrifying destructive right conservatives authoritarian neo liberals fascism right wing left wing centrist politics privatise profit burdening tax payers risks bad deal centrism unpopular',IND
61091,'think ron desantis going probably back pocket nra good luck getting anything done far gun control r seriously need country need tougher background checks least',IND
26424,'black referring group markedly different affluent white people calling ben carson prominent conservative term thinking stuff like antifa n word quite fruitful search',IND
34819,'phony opportunist look millions making gullible people lets see donates millions help hometown oh well people money use money untouchable',IND
73021,'conservatives keep doubling terrible people',GRP
30213,'funniest thing easily triggered well ugly',IND
59696,'bet ford part antifa berkeley gang',GRP
39851,'candiace trash',IND
49736,'gt comparing antifa weaklings wwii soldiers',GRP
87479,clown,IND
10087,'gorgeous tits killer',IND
98679,'bitch together',IND
85983,'least coward like platform donor list berniernation time conservatives right thing',IND
20802,'antifa anti fascism damn want america maybe ancestors fought nazis ww',OTH
42541,'disgrace danger imploding remove',IND
43434,'saw mi rosoft sucks translations',IND
