@relation 'training-set-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C3-L1-weka.filters.unsupervised.attribute.Remove-R3,5'

@attribute id numeric
@attribute cleaned_tweets string
@attribute subtask_b {UNT,TIN}

@data
26180,'fat ass liar strikes neverforget',TIN
89980,'totally bluffing',TIN
13566,'democrat even compete w maga',TIN
70822,monster,TIN
51746,'alyssa saying guilty ever happened innocent guilty innocent would least tweet apology shut answer tweet',TIN
18518,'one satan daughters',TIN
24288,'information fully investigated considered gets life time high court appointment conservatives refused even give obama person hearing please stop acting like play board everyone else goes low',UNT
44910,'boring individual seems good',TIN
71756,'actually ancestors long anyone got even french ass native americans first get facts straight wanna throw punches make sure know throwing first',TIN
31315,'gutierries help pr besides hoping high body count blame trump',TIN
59920,'stupid tweet yet yes libtard',TIN
79718,'conservatives cut police funding person complains crime person votes conservative tackle crime',UNT
80869,'probably sex twice boruto sister one cares',TIN
11327,'eric holder arms dealer jail ass slip',TIN
47806,'bale shit',TIN
97780,'mondaymorning mondaymotivation mondaymood mondaythoughts another republicans trump swamp lier maga women christianity',TIN
45761,'orchestrated provoked could cry victim yet another conspiracy desperate weirdo',TIN
24726,'get back peanut farm old man',TIN
68459,'fucking bf nigga',TIN
40962,'threatening american citizens kill women arrest',TIN
19091,'b ch behar needs shut big ugly hole face think fact giving kavanaugh family benefit rights citizens fat head guilty bc conservatives behar needs muzzle around decent people hrc clone',TIN
41366,'mueller go fornicate crooked day long',TIN
11271,'people leaving racist comments posts instantly blocked low follow accounts posting crap think trying make maga look bad racist way feel free block think ignorant pos',TIN
53662,'antifa upset w prof blas ford antifa group harrasses amp threatens people homes',TIN
18220,'primary argument kavanaugh constitutional democrats started civil war clinton heightened propaganda obama scared animals backed corner antifa blm amp ms sturmabteilung',TIN
16922,'qanon antifa listed diseases',TIN
38765,'even presume know liberals feel think liberal personally opposed abortion life death circumstances also personally opposed imposing personal feelings abortion anyone else us favor stfu',UNT
82925,'love bitchhh aint never gonna stop loving bitchhhhhh',TIN
43631,'im broke ass bitxh lol eveb better runs sleep like lying runs like feet going usain bolt xd get kicked lot',TIN
49894,'usual clue kids must make shit takes crap since consistency',TIN
58056,'opportunist max evil lier also',UNT
17387,'asshole libtard',TIN
47681,'right governor puerto rico fraud',TIN
47014,'nurse valuable end watched play rarely gets puck first attempt also spectacular defensively worth holding',TIN
33810,'nope going miss sorry ass',TIN
32644,'yea crazy ass story like go wrong apartment numbers doors notice soon walk shit',TIN
58307,'hey woodward silly old fart know going white house one reached mental stage alzheimers',TIN
91292,'robyn gonna make vegan scones ran fucking time blame biochem lab',TIN
31027,'well trumpster said must true also handling cuba hurricane sad piece something',TIN
56134,'sucks hy',TIN
71573,'abso fucking lutely shit already',UNT
89187,'mean parasite sense private companies unnecessary universally unwanted bauble imposed essential public service people put profits public opinion democracy',TIN
48175,'credible believe worse either gordon browns brandin cooks',TIN
58389,'sorry idio',TIN
34522,'dregs society isis antifa blm planned parenthood illllegal aliens pedofiles liberals democrats support accusing others biden guilty',TIN
50419,'listening juan williams five drives crazy ignorant man man get facts thank god jesse waters ladies',TIN
95547,'pot calling kettle black liberals nothing bullies antifa bullies trump haters bullies',TIN
92027,'fascist version antifa',TIN
41745,'pm rd round gun control whining sen blumenthal hands still shaking like leaf tells judge get real world millionaire idea real world kavanaughconfirmationhearings',TIN
55081,'awh shit',UNT
89377,'lol troll im glad went away u trump supporters told gtfo thank god got real superstar going actually fight everyone matter choose vote awesome please join us rly need ur help',TIN
43978,'need gun control',TIN
82217,'prove claim exposed lying piece shit meanwhile',TIN
63699,'quran see much atheist brave hindus figured type attention grabbing big boss wanna people worth go live minutes prime time covered life lord krishna followers care',TIN
59415,'disrespect sharpie like bro definitely brand shit back dollar tree',TIN
56010,'got dumbest thing ever',UNT
29316,'never heard thankful shit canada police history conservatives',TIN
93983,'imagine dr ford member minority antifa would firebombing judge residence identypolitics',TIN
22354,dillusional,UNT
76403,'goodell one worst things ever unleashed pro sports useless',TIN
41881,'master none fucking good',TIN
18562,'little ass boy',UNT
72471,'truthfeed news fbi deals yet another devastating blow democrats kavanaugh acc maga prolife',TIN
60779,'awesome love hearing destroy liberals trudeau',TIN
42634,'factory coming back u n movie sum worth n cause sling shit shows intelligence',TIN
80705,'deranged demented perfect match democratic party',TIN
93689,'amenadiel favorite massive triangle shape actor hot big connection spots kisses fingertips',TIN
60054,'liberals full hate yet talk like morality anyone thinks differently funny words actions never match pretend preach imposters human decency emotionally politically bankrupt',TIN
62224,'divided self name legion demon possession overall marked loss freedom gadarenes us ergnews antinazigr antifagr antifa stopthehate goldendawn gdtrial jesuschrist jesussaves jesusislord jesusisgod prayers hope',TIN
95720,'found name forgot',TIN
27133,'qanda happen predicted fall society ssm religious conservatives right ones running muck government',TIN
93762,'bernie congress long getting closer death bed since old dirt concern many bills try write endorse decided run potus tell',TIN
58303,'nigga hit em wit well lowkie',TIN
26169,'antifa crowd quack',TIN
27700,'thank saving dogs people assholes',TIN
19183,'crazy funny jim used funny crazy become',TIN
46757,'keep good work liberals waste time crying pointing country moves closer greatness maga',TIN
38951,'comment shows refused engage facts fascist antifa approach use personal attack try bully way mythical win research projection stop u look stupid',TIN
72010,'gop voters better wake hell rnc poll finds gop voters worried midterms bad via maga tuesdaythoughts',TIN
26488,'accuse someone something like amp expect come forward amp testify suppose believe amp crucify sure u liberals think',TIN
61704,'lol okay cuz shit gotta discreet',TIN
61039,'pappy big fat fool democrats make look bad makes look ignorant th level fool',TIN
60393,'mouth goes one side smirky shit like',TIN
14289,'yes liberals vs progressives really dumb banter go',TIN
88788,'bad ass bitch',TIN
69466,'mann smoove booty like gee',TIN
46601,'die bitch',TIN
94383,'blindly ignorant shameful people deep thinking lack vote',TIN
65093,'holy shit awesome',TIN
62553,'willie hurtful response former fans quit droves support little hippie beano maga',TIN
53176,'problem left intelligent debate issue want prove point norm question comments points counter comments instead left silenced shows lack intellegence',TIN
88321,'know right pisses busy giving credit scared death nc trust',TIN
28428,'evil dare',TIN
82183,'bs think idiot tham liberals',TIN
30333,'fact disrespectful blatantly rude nothing situation',TIN
84950,'yes yes',UNT
59802,'brennan sure hell',TIN
21807,'exactly tweet well making fun liberals insanity god help',TIN
69454,'since lebron eat ass guess',TIN
49740,'make useful go bury head sand',TIN
21614,'people died officials robbed n jobs',TIN
24879,'coward answer question posted factual staunch conservative pro israel post positive facts counter canadian media helping liberal trudeau assault conservatives israel either ignorant liar',TIN
58379,'heard lying jealous cronies',TIN
70729,'lmao man people talking much shit yesterday comment marvel stan twitter moe overused thanos jokes',UNT
55959,'try aikido instead krav maga aikido kravmaga',TIN
97694,'destroy bush clinton crime family face many like obama',TIN
76063,'go hell',TIN
12812,'lucky bitch',TIN
40221,'maybe things day little sensible gun control fucking country',TIN
15689,'think infinitely funnier obviously uh huh',UNT
62862,'thankstrump start must get numbers zero means necessary called refugees terrorist sexual criminals must stop cowards return native lands fight maga refugeesnotwelcome',TIN
81677,'doin part check pussies hood still say n word cause little educated got ways describe brother friends feel way though many people going left unchecked',TIN
29954,'speaking best best utter disrespect law enforcement ice agents first responders low middle high class races religions disagree mr creepyjoebiden gravy train punk joedonttouchsomuch biden dirty hand joe',TIN
17332,'awesome win truly believe americans sick death left trying destroy america change country never intended go vote america maga thank president trump believing country keeping promises',TIN
51869,'calling conservatives hillbillies hmmm original funny many poor hillbillies tweet incomes iq times higher humour sucks btw',TIN
71525,'coworker sick ass one work',TIN
72493,'gonna need whole ass rant thread done utara loghat really feel haha',TIN
50482,'look sweden france uk europe changing europe muslim continent please watch youtube video title muslim demographics scared death unless muslim love islam mind u african america',TIN
66815,'moment thought deaths sounded fucked sick first',TIN
40736,'thought california gun control',TIN
14223,'one considering fact russia might using antifa spread black propaganda remember berlin wall',TIN
62842,'hostile environment poorest vulnerable society keeps rolling much christianmorals eh voted shit hang head shame jc pmnow poverty disabilityrights',TIN
77863,'poor germans refugee violence antifa violence must nice live germanistan',TIN
31309,'oh shit',UNT
83731,'probably wrote together pissing mcdonalds coffee',TIN
91953,'trolling fuck cause quick call mfs coons minor disagreements',TIN
98670,'hate much fucked whole franchise',TIN
88903,'going destroy america like done many businesses care middle lesser america americans cares top hopefully see light soon countries sell products',TIN
19073,'rae sis say offense like tweets calling sad bitch also im truly shocked ur l train year',TIN
10420,'missing inmate number',TIN
21861,'flake left yet dare people hang man without evidence word loon repressed memory sue bet shuts fast',TIN
62826,'mediatoo selective putrid outrage conservatives liberals want us know moral kavanaugh repub stand',TIN
14306,'damn headgear lit sucks im pc ubi plz console',UNT
27802,'proving liberalismcausesmentalretardation feminists cancer american republic',TIN
94554,'communist state controlled newspaper much like antifa would love see country executes people dissent support enough said get twitter stream',TIN
70231,'fully support antifa give money white nationalism cancer proudly multicultural society illegal germany two wars issue white nationalists lost done discussion',TIN
37572,'sheep follow along fake news put everyone think kkk antifa wannabes',TIN
14879,'hypocrite run commercial ur support gun control amp protecting kids showing ur kids really u support abortion difference gun kill',TIN
19675,'liberals like never convince us become lazy entitled victims keep trying feel sorry son raised someone impart mindset self hate victim hood',TIN
84092,'first man movie accurate metaphor nwo globalist left give enough make believe truthful unless educated',TIN
57645,'hey samsung website declined times credit afford phone without ass second one maybe next time even though hate iphone buy iphone screw',TIN
88582,'career media works people admire people think piece shit make far',TIN
60315,disgrace,TIN
35710,jealous,TIN
70296,'damn mind feinstinkle band leaked took lie detector test hired lawyer last month accusing judge crime years old proof ruining mans life accusation proof stfu',TIN
97778,'guess chicago kids go theu shit every day strictest gun control around',TIN
69957,'police first right see unfortunate saying things public others see even unfortunate says things says public extremely public figure using similar platform',TIN
21206,'socialism implemented historically one effective stop measure civil war knowing force reasoning behind gun control becomes clear clear picture process reading saul alinsky rules radicals',TIN
23394,'really think mentally ill family address issues maybe jared op ed',TIN
96773,'still fucked respecting lgbtq',TIN
12774,'holy shit brainwashed ya',TIN
75809,'yea jeff go antifa terrorist organization',TIN
52021,'yeah go back faerie world handle shit',TIN
11090,'honestly surprised coming school would vaping noticed like accuse lot stupid stuff let get',TIN
90586,'neither antifa black lives matter soros funded groups',TIN
73062,'support trump abomination',TIN
39762,'omg fucking hate dale',TIN
94146,'name alt right make people think right wing group like antifa fascist blm really black lives dont matter',TIN
63069,'mass shooters liberal white men liberal control gun control',TIN
43202,'aaaaaaaaa exciting majority friends second year point blow receive moving whole ass country hit yet film studies hate apparently wbu babie',TIN
82230,'disgrace go home president anymore breaking tradition former president stepping aside longer obama country country belongs people sheeple maga',TIN
44366,'please tx elect fake conservative bought amp paid soros money many unethical things personal history',TIN
39469,'sorry nothing setup try appease socialist democratic wacked liberals stupid',TIN
20123,'know another liberals corruption',TIN
36883,'weigh lbs considered porn star',TIN
14490,'bank deregulation happened gordon brown dramatic changes announced manifesto including independent central bank removal supervision financial sector old taught rubbish version history',UNT
94885,'hoping probably biggest crowd racist bigots country back antifa',UNT
41268,'monkeys used centuries dehumanize black people none anything th largest economy world billion surplus everything else saying nonsense againtske l leave',TIN
99111,'omg good guy evil thing happening america globalist world leaders money would us believe evil good good evil read good book end time',TIN
90223,'identify antifa transphobic',TIN
77031,'crazy cause believe outcome happen sunday ers kc niners baby',TIN
76330,'oh shit mafia finally found',TIN
58948,'conservatives blindly follow fascist',TIN
51116,'goodell worst commissioner sport time history',TIN
56804,'listened give shit fans think counting fox money',TIN
16387,'made fooln last night kavanaugh like spiteful child seeking attention youngo wide eyed rant embarrassment chamber country',TIN
50952,'good soundtrack dmed fire fuck still listen often bad tracks better joking shit',UNT
78769,'serenawilliams yes boycotted nasty bit work',TIN
18912,'let get straight want us hold confirmation hearing polygraph inadmissible hear said said ford signs paper trump case illegal separations cavanagh every woman stating honorable vote ye',TIN
40207,'hillary supporters racist liberals',TIN
60062,'nothing stolen crybaby liberals get wanted throwing temper tantrums years',UNT
83241,'oh shit trigger bigots',UNT
53758,'lock yo sorry ass',TIN
90461,'one needs hunting canada spread word place civilized society rifles shotguns coalition gun control associations behind us support liberals name safety kids mr blair ban guns',TIN
44298,'bunch self aggrandizing liberals fancy dresses mocking trump except fancy dresses sounds lot like dems trying lynch kavanaugh politics metoowitchhunt',TIN
82751,'bull hit keep coming expected accept allegations face value left swamp plot thickens need offenders confirmkavanaugh maga',TIN
33835,'look chill fuck bearded dragon',UNT
87535,'woooow trump voters getting really crazy maga',TIN
73571,'trump maga',TIN
65537,'tomorrow night get dropped make sure robbed fraud',TIN
68597,'whole meta joke would original tweet fuckin calculations',UNT
24172,'oh yeah terry porters second pi call osu alumn naw im coach scumbag history know anything history aaron hernandez would know kind scumbag osu shithole story goes',TIN
46418,'well one idiot keep thinking show mirror every sundown rise walk night search carnage fill emptiness heart amp soul used altho ya mention lots conservatives come mind',TIN
86078,'doubt greatest female athlete sore loser imo',TIN
71283,'little appreciation post bestie bad bitch thankful',TIN
35248,'bull shit know',TIN
56032,'love penis want keep would rather smoke joint',UNT
17338,'dog fleas',TIN
25082,'coward really right ag disappointment days numbered party',TIN
42219,'deals mexico eu trade trade deals need want gun control deal climate deal',UNT
80103,'tihnks telling big lie',UNT
98184,'tough crap mazie men false accusations well hurt democrat lies false accusations biased government agencies biased media sensationalism antifa bullies etc',TIN
88927,'um saying labour party hatred implies hateful party therefore conservatives less hateful whilst claim tories disputed whataboutery',TIN
12101,'think sen collins stupid coward amp bullie sencollins conservatives lives yrs please vote kavanaugh letgod take care rest',TIN
21313,'makes skin crawl looking woman theresa may liability nation must removed asap',TIN
81734,'took words mouth horrible',TIN
26773,suck,TIN
46216,'offer since june shitty browns stop thinking still good living past',TIN
80904,'yes good old days conservatives got pushed around bullied democrats never gave inch good old days conservatives could feign outrage promise go get next time yeah need healthy libs love',TIN
74392,'dummydonniejr idiot apple fall far tree comes lying american people enoughisenough liarinchief actually embarrassment well like daddy',TIN
60401,'gun control means using hands case means acquiring correct target fix stupid',UNT
61308,'except whole emails prove yer sayin wrong hannity paid million year blame immigrants idiots happily pull feeder bar guy gonna take away yer healthcare gotta say stupidity entertaining maga',TIN
75038,'holder removed jailed years ago',TIN
33745,'gun control racist',TIN
80980,'useful idiot longer need busy bothered gun control busy trying figure sway election favor gunna happen',TIN
89794,'thoughts prayers families random mass shootings plague nation normal country allow normalized craley said truth mass shootings becoming normal gun control would certainly help',TIN
38747,'dougford using trump style authoritarian tactics discredit media repeatedly spread lies build false reality followers smart people conservatives know planned strategy weaken democracy onpoli',TIN
31514,'sis know damn well would probably call cute people propose concerts time yet gay couple wrong fucking concert pay attention',TIN
62000,'buying couple puzzle toys looking classes rn think becoming teenage monster',TIN
28907,'naaa spent hours laughing huge nuts stupidity fink kind entity bunch scared antifa pussies wiv muscle see anyone try bully even pathetic',TIN
56408,'liberals never follow promises heard coward',TIN
95062,'saying ben ben hell going something tweet crap djt',TIN
56367,'troll open facts',TIN
48099,'lie antifa lefties nothing violent teacher spent lot time planning attack honorable man zero evidence reason hold kavanaugh another crazy liberal hit job',TIN
91905,'million buyout losers',TIN
70052,'years complaining im finally getting bitch ass wisdom teeth stop fucking crying',UNT
91603,'defo living last days',UNT
56694,'adam schiff saying releasing fisa info another long list bureaucratic hacks need purged dc please keep expose frauds hypocrites maga kag qanon winning wwg wga',TIN
49498,'yesterday happen much gun control prevent nd grader bringing gun school huh',UNT
19356,'official unemployed numbers joke millions americans lost jobs career h b unemployment benefits ran years ago give jobs back end h b',TIN
28653,'fuck dope fox watcher independent voter never vote left party dangerous',TIN
15446,'old pic trump monitoring anything related hurricane pretty sure shitting pants right',TIN
84043,'eric holder obama straw man corruption',TIN
22874,'liberals ruin life matter long win end must stop conscience',TIN
58412,'pigeon girl also send pigeons poop maga hats',TIN
99173,'says bitch ass boy hiding behind keyboard hurt ask help sometimes everything alone fucking clown help something better nothing asked even hurt ask fuck twitter weak ass nigga',TIN
21649,'incredibly stupid perhaps reason chosen entropy trade talks trudeau destroy everything reason canada would allow terrorist destroy canada trudeau',TIN
16666,'horrible job maybe career dying',TIN
78352,'lies got key admit date maybe nsa married true story bs ok respct police officer story excuse full shit please post photo let see fat',TIN
78014,'jerk attacking julie standing husband like liberals want ruin peoples lives bash people found guilty bet client wants money',TIN
65894,'get saying type dumb shit',TIN
47456,'stop nonsense block stupid',TIN
92587,'sick disturbed comment proves',TIN
16437,'liberal beta male could engage sex straight female',TIN
41461,'ive judged old woman anti semite joan ryan right playing semamtics youre disgrace',TIN
66163,'liberals muck rakers platform run none culling vulnerable people late decades last century previous millennium shows desperate heard loitering around high schools looking rumors sad',TIN
48537,'well sure would lend support lying heifer making false accusations intelligence rest liberals acting sombody',TIN
37170,'already ass many fucking shots tonight',UNT
79580,'yep sure proving daily basis maga',TIN
86215,'although think carter decent man without doubt nd worst president voting history worst question',TIN
65485,sociopath,TIN
37524,'seriously words fucked every time think found word something even despicable amp disgusting best hope chokes vomit stupid lies told like serial killer soul',TIN
68995,'tinubu supporting monster us biggest yoruba traitor modern days yoruba politics tinubu',TIN
71428,'think bothers evil nazi democrats liberals tried rig presidential election framing kavanaugh another act evil nazi democrats liberals politicians destroy democracy america walkaway make america great',TIN
37576,'coarse alex many nation leaders lapdpgs',TIN
28564,'gun control means hit aiming elderly homeowner great gun control',TIN
39379,'liberals sick false acc incarcerated bald faced lies',TIN
16545,'look moving one word truth coming ever get chance ask layer question ask agree golan heights belong dead dead water answer without condemning true',TIN
73728,'perpetrator responsible actions ignoring maxine waters amp others inciting violence consider said able eat shop anything peace would one survive without able trade',UNT
44656,'high tech lynching uppity republican blacks fine raping women liberals including bill clinton',TIN
12977,'really charged liberals liars',TIN
81266,'thought would low profile help dem party get rid kavanaugh could remain anonymous likely promised party charged perjury continue playing victim lying worms',TIN
62665,'chicago enforce gun laws books go neighborhoods murders planned gun control liberals pass strict even confiscation guns black luves matter liberals trying pass agenda admendment',TIN
91447,'deep throat',UNT
20633,'like holy jesus fucken christ',TIN
90467,'lying much dnc soros antifa paying chinese spy',TIN
59585,'lmao good one listen sparky wife disease bought paid evil soulless propaganda arm child murderers russian agents stick cutsie tweets prepare long prison sentence',TIN
48788,'fucking sucks refs killthezebras',TIN
52284,'meet many many fans amazing remembered bitch',TIN
14175,'bullshit stats say london murder capital europe gun control working right germany serious crime problems maybe u take care business home u start tweeting us',TIN
76303,'deplorable despicable disgusting',TIN
76311,'democrats thugs',TIN
78252,'never watch nfl panthers suck way',TIN
81221,'also posturing nonsense want oust forward requisite letters part whip would facing leadership challenge challengers gutless witless',TIN
40498,'another one puke pool getting pretty full tell sure',TIN
41467,'someone asking davido supposed camp oga madam park well davido business non business na u send go school haterz chop shit n die',TIN
59407,'antifa got quite alot israel supporters find israeli flags right winger protest well oh irony',TIN
19179,'right solid position nra become far influential politics result delayed desire gun control years',TIN
50099,'lol failing miserably th hour ambush liberals every minute christinablaseyford refuses commit appearing people like lose credibility love tcot p',TIN
79302,'clear majority conservatives approve trump gop stupid',TIN
72191,'god help us woman cant even get coherent sentence mouth',TIN
47082,'theresa may using labourparty policies cling weak wobbly government housingcrisis housingmarket conservatives corrupt landowners toriesout corruption',TIN
32666,'sick hope teaching',TIN
30880,'killer house maga walldoesntprotectfromamericans',TIN
27599,'hollywood full demonic democrats',TIN
45914,'dead even office likely command news cycle long time',TIN
75929,'remind antifa ratbags',TIN
68764,'washed idiot biden feels chance insulting conservatives supporting great potus think crazy joe',TIN
77399,'liar supporters talking embarrassed last president went world apology tour even bowed like servant',TIN
20989,'everyone saying fuck russ dont know damn thing watched interview',UNT
29111,'caption much tolerant left yup fit description antifa suspect threat doubt attack reporters mom basement',TIN
49234,'took long beast yonks',TIN
97916,'think michelle spilled democrats plans civil war liberals lunatics',TIN
45927,'got knocked first round one shitty decision',TIN
81899,'dress ice uniform weapons make walk boarder night calling drug cartel',TIN
47398,'powerful woman earth oh fucking god',UNT
75342,'birch da fuck',TIN
83578,'course young dumb really brain believe socialism',TIN
26203,'get see good game niggas working',TIN
22958,'california creepy fake uber driver tries follow woman home maga kag california fakeuberdriver bodywraprestraint crimenews',TIN
33058,'head flick ego taking hit cannot take criticism weak incompetent authoritarian',TIN
87923,'know good goddamn well tried explain gun control military base proof gun grabbing laws shit look fort hood',TIN
84508,'manafort k street long time knows things deep dark things agree gonna burn folk mueller already knows wants manafort gonna give',TIN
69659,'think maybe little research buddy',TIN
83279,'catch letting saggy whitey bitch talkin like bitch eat dirt',TIN
58613,'installing shitty app put second amendment campus carry gun control except violent felons',TIN
90485,'mess niggas marcy projects george zimmerman gonna get lit',UNT
13088,'man woulda started hitting wall shit nothing dry wall wood beams getting door',TIN
32653,'fuck yes ride baby',TIN
90849,'ever seen former democratic hierarchy fight president much know corrupt guilty abuse power darkest times doj cia presidential cabinet',TIN
38942,'lol read title already know whats coming support common sense solutions reducing gun violence gun violence different violence non automatic firearm common sense gun control like chicago ny london',TIN
13931,'somebody something show sucks anymore set designers good though firemalyoung',TIN
12809,'peoplesvote stopbrexit remain want go either know leave slogans going used better stayed useless goverment',TIN
33913,'maybe havana antifa race war amp slam dildos others butts',TIN
93956,'yeah immature amp dish criticism crying blocking instead accepting cool folks see mostly',TIN
20339,'makes think liberals nothing liberal people spent insulting liberals publicly humiliating black activists openly attacking new deal liberal part passed gop policies',TIN
81571,'fuck trying set looks like somehow deserved shot',TIN
84361,'come beta liberals lmao convo muted cry day',TIN
61642,'srsly sucks ur living life full bullshit rules gotta suck survive',UNT
89193,'connections vital crap twitter forces conservatives',TIN
43827,'got shit done today',TIN
47749,'well remember cops san jose stood watched antifa thugs armed bats bottles amp pepper spray attacked trump rally goers following orders soldiers amp cops soldiers follow orders amp cops protect paycheck sad',TIN
80940,'greatestthingsaboutthe nothing treacherous lefty media people made sure benny hill taken tv even treacherous conservatives conspired remove maggie thatcher leader almost fatally signed us even deeper extremely hostile commie eu',TIN
24552,'hope well thats fucked like seriously fuck wrong ppl gun control issue though right thank god live canada feel brutal attacks u seriously go away',TIN
69390,'depressing good churches getting hard find far know people belong churches espouse gun control abortion politics god christ',TIN
57331,good,UNT
99344,'wonder burn levis since come favor gun control levi strauss teams gun control group cannot stand silently',TIN
92226,'good shit bad though',UNT
58213,'sad terrifying know dropped reports seen says mean shit storm look pictures thing realize fucking beast',UNT
66385,'atmosphere turns greenish tint greenhouse gases humans eat humans candy bar form maybe care maga',TIN
22450,'thousands apon thousands videos youtube alone antifa attacking people trump rallies republican events happening anywhere democrats widespread scale people like try lie obfuscate cover',TIN
32094,'lie shit created',TIN
89653,'maybe stop attacking conservatives might find retaliate',TIN
66982,'awful never much anyway grown man acting like bully best hubby mark maga',TIN
53817,'award head nazi antifa violence movement',UNT
88629,'speak truth gt louis farrakhan lt raging anti semite amp racist',TIN
60981,'fucking w u today lol',UNT
39663,'irony murders done illegal gun gang members predominantly affects latino black families problem gun control problem judges let violent gun offenders back street shooting someone',TIN
71163,'asking question phony fan cleveland still playing cavaliers pos trying save face fanbase obvious fakeness stupid people buy',TIN
78479,'finally sister apartaments instant reminder ungrateful brat much happy without seeing',TIN
44053,'oh wow look like porn star loveit',TIN
86690,'corrupt dcrats charge pr big problem',TIN
58201,'u think bad stuff happens men cars shit happens everyone mindset deal possible issues like spend whole life worrying something likely happen life ur thing haha',UNT
12178,'except administration allowed crime city skyrocket bloody leftist snake',TIN
96924,'obama devil incarnate amp trump jesus christ get coming',TIN
49763,'dear paul mcfartney us beatles lost us president mad captain burn hell jon',TIN
72490,'liberals numbers money conservatives would get smoked kansas alone gets beat inside hours',TIN
58557,'nra tweet fraud half americans say gunrights important issue falsehood gun rights gun control ca question indicates biase towards control deliberate knowing propaganda',TIN
60523,nerd,TIN
16997,'nah foodie ass gladly say works absolutely one fucking palate',TIN
55248,'trail corruption much going times want slips want american people know really maga',TIN
81782,'fucked omg old hs open campus every period skip dollar fine lmaooo',UNT
42611,'believe gun control consist guarding firearms thivery kids',UNT
85858,'miss bitch',TIN
42343,'ns liberals sell fishermen heartbeat n liberals probably line looking private sector handouts big money tied kameron coal care nova scotians look health education fisheries next',TIN
48516,'oh low blow blow job lmao',TIN
95477,'quit sex',UNT
95077,'dear fatties fascism walkaway democrats antifa democrats dixiecrats kkk fascists america hate different colored hoods party hate since',TIN
26869,'isis apparently obama let run world getting nuked korea blm destroying cities antifa',TIN
98016,'lier christine ford soros pays well lawyer work know lie shame',TIN
93549,'telesmokacatin damn looked better head',UNT
61006,'settled never see jury never know truth maybe grabbed first swapping spit really stupid grab either way doubt ever know complete truth',TIN
95013,fuck,UNT
45425,'glad career ruined way deserves ruined done celebrity mean excused mean law',TIN
90232,'silly unhinged liberals',TIN
55967,'restricting ammo infringing upon right bear arms women abortions restricted rd week pregnancy must registered easy test gun control laws apply rights see supported bad',TIN
21229,'saw group freshmen wearing maga bucket hats hate school',TIN
27304,'come lies done thing far gun control open eyes obama hero years office sucking around last minute vote',TIN
25737,'niggas still gonna complain geno ffs',TIN
30245,'martin obsessed christ homosexuality',TIN
24917,'stop democrats stop using victims school shootings gun control agenda',TIN
47251,'big blot dharmic kashmiri pandits community name modernity lost sanity reflects way supported loony womans hinduphobia',TIN
45045,'attention lefties demanding gun control shooters left wing get shoot congressman create violent chos demand normal people disarm',TIN
12758,'hyt enemy people',TIN
63416,'googlecide death evil corp inspiring internet bill rights preventing leftist oligarchies erasing people based political beliefs transforming western civilization totalitarian state controlling nearly aspects life via googlesplaining',TIN
26229,'morons groper trudeau lying liberals stomped charter values test holt renfrew favourite shopper horwath premier ford trying save taxpayers money maybe bugs horwath',TIN
99821,'bill reilly happen people like speak potus nra gun control',TIN
14758,'surprising n c nnor nigga payroll',TIN
82181,'hah fucking chats onya boys',UNT
95958,'ridiculous comment way liberals make government work conservatives go along ideas tbqh less government always better unless socialist time government passes new law lose money n liberty',TIN
92590,'comparing date rape disgusting hope family never deal rape disgusting pos',TIN
64168,'liberals addicted fake news chris dope man',TIN
27795,'fast furious criminal behind bars',TIN
88558,'sure pope first name basis satan disgrace papacy',TIN
48774,'hear something saying drink supposedly school tales limits moved girl accusing boy everything sex think rape prosecute imply boy lies',UNT
76381,'shitting like',TIN
31114,'twitter clear leftist agenda seen comments conservatives asking leftist shit feed ask want stop trying push us',TIN
98659,creepy,UNT
74320,'trashed ugly hurt trump',TIN
17779,'love woman telling truth every day conservatives point obvious people really stupid',TIN
13725,'people pushing gun control',TIN
88271,'asshole though',UNT
39225,'democratic always use race divide americans conservatives done see color democrats see color discussing',TIN
20691,'wart society',TIN
32236,'way head liberals supporters stupid think racist aboilish ice open borders crime get bubble minute look great country maga',TIN
76951,'liberals never handle truth truth make heads',TIN
38623,'bill brooke deserve like hot cold love person week love next brooke understand sftv bill ruined',UNT
12344,'maybe drop angry b routine try something funny everyone enjoy like non political jokes think capable',TIN
21478,'bitches brain',TIN
70501,'glad think know could kick ass always back knows best awful live like child experience things shitty people like allowed near',TIN
87289,'agreed probably white people screaming offensive wish big brother forced twitter sjw army remove said offensive things teenagers',TIN
93381,'dregs society make sure never president',TIN
77285,'activist liar gop wants get oath go kavanaugh gets nominated',TIN
22303,'good morning followed back let give crazy liberals hell',TIN
11546,pornhub,UNT
35216,'perhaps myers house wynn runs smithsgrove leader thorn cult used think friend revealed true intentions madman',TIN
27203,'somewhat conflicted talking shit defending many intelligent bright minds held hostage msm propaganda peddling uhave read documents dive deep know funds antifa msm dnc etc',TIN
44962,shitty,TIN
52502,crook,TIN
94623,'kind need nation wide gun control really stupid',TIN
11982,'screwed hearing dream liberals think happens trump gets removed',TIN
68223,fuck,UNT
73814,'stubby little arm',TIN
56521,'comedian edd',TIN
37922,'boobs forget tatas',UNT
46819,'let say selfish writer ever come know',TIN
50737,'state sponsored kids protesting nd amendment youth invasion c took place young fascists training corralled c demand govt strip away liberties name gun control',TIN
